@relation C__Users_Haomeng_Desktop_Creativity_of_emoticon_recognition_emoticons

@attribute text string
@attribute @@class@@ {negative,positive,undefined}

@data
'She\'s ready. #Hillary2016 #ImWithHer bring it on! https://t.co/lmspnnuWkp',positive
'Great news! Appreciate his service, doubt he has the cache! Plus his coziness to #Delaware banks. #Hillary2016  https://t.co/SMWe0t6zhF',positive
'Hillary increases 6 points in the race this week. If you are with her, please tweet out this gif! #hillary2016 https://t.co/xeXVKffJoW',positive
'RT @TucsonVoice28: Joe Biden: I\'m not running for president. Awesome!! Ladies and gentlemen meet your new President Mrs #HillaryClinton\nhtt…',positive
'Mother of #Benghazi Victim Erupts at #HillaryClinton : ‘She’s Lying!’\nhttps://t.co/POCvYiH471',positive
'@Mike_Beacham  #HillaryForPrison2016 !\n#WakeUpAmerica #HillaryClinton',positive
'RT @BreakingNews_06: Mother of #Benghazi Victim Erupts at #HillaryClinton : ‘She’s Lying!’\nhttps://t.co/POCvYiH471',positive
'RT @ChuckNellis: Arrest @HillaryClinton!\n#Benghazi #HillaryEmail #Hillary2016',positive
'RT @NevilleLouann: Hey @TGowdySC  ! The #CatsOutOfTheBag  #ShutItDown #DisbandBenghaziPanel #Investigate @TGowdySC &amp; friends #ImWithHer htt…',positive
'Remember @HillaryClinton #Hillary2016 y\'all!!!! https://t.co/TMcTVqGP2j',positive
'Already excited for @VP #JoeBiden speech at #DNC Convention in #Philly for #Election2016--LOVE Joe! https://t.co/thCfvSghcP\n#Hillary2016',positive
'@ObaOlanrewaju oh gosh I hope so.. Just ya tweet saying that gets me so excited 2016!! #Hillary2016 #ItsHillaryTime https://t.co/KZWwUlYrqe',positive
'\" Prison Orange \" becomes them !\n#Hillary2016  #HillaryClinton https://t.co/Nm5UE3y1Oe',positive
'RT @StrengthenTheUS: Knock knock! It\'s the FBI #Hillary! #HillaryEmail #Hillary2016 #Trump2016 #ORPUW #pjnet #tgdn #tcot #tlot #ccot #sgp h…',positive
'RT @ARForHillary: \"Give \'em hell, Hill!\" #ImWithHer #HRC16 Dems release Benghazi transcript on eve of Clinton’s testimony https://t.co/EU0v…',positive
'RT @HillaryforNV: Thank you, Secretary @Madeleine Albright, for a fantastic conversation with #NVwomen4Hillary! #Hillary2016 https://t.co/Y…',positive
'RT @PuestoLoco: .@Donna_West @kare11 @stylistkavin @HillaryClinton\nLet’s do this, Hillary! #ImWithHer\nhttps://t.co/9mAzyYW5iS https://t.co/…',positive
'RT @CallMeMyLady: @Mike_Beacham  #HillaryForPrison2016 !\n#WakeUpAmerica #HillaryClinton',positive
'RT @fbatt117: Vote Trump!\n#WakeUpAmerica \n#Trump2016\n#Hillary2016 https://t.co/6jNQnZei6c',positive
'RT @Asher_P_Fly: Let us NOT forget the families of the Patriots lost at #Benghazi; they deserve JUSTICE for their loved ones! Not a #Hillar…',positive
'RT @HillaryforNV: Thank you, Secretary @Madeleine Albright, for a fantastic conversation with #NVwomen4Hillary! #Hillary2016 https://t.co/Y…',positive
'RT @fbatt117: Vote Trump!\n#WakeUpAmerica \n#Trump2016\n#Hillary2016 https://t.co/6jNQnZei6c',positive
'Thank you for your support of .@HillaryClinton! #Hillary2016  https://t.co/sSk0zfMzs7',positive
'@oreillyfactor \"Thank you for not running against our candidate!\"- CNN #Hillary2016',positive
'RT @fbatt117: Vote Trump!\n#WakeUpAmerica \n#Trump2016\n#Hillary2016 https://t.co/6jNQnZei6c',positive
'RT @CallMeMyLady: @Mike_Beacham  #HillaryForPrison2016 !\n#WakeUpAmerica #HillaryClinton',positive
'I just became a #Hillary2016 grassroots tweeter for @HillaryClinton. She needs you in her corner too! Join:  https://t.co/HcadBv1700',positive
'I don\'t think #JoeBiden has been targeted by Repubs the way #HillaryClinton has been. They treat her like a traitor &amp; enemy. Wrong!',positive
'I just became a #Hillary2016 grassroots tweeter for @HillaryClinton. She needs you in her corner too! Join:  https://t.co/WaZCk1r2fv',positive
'RT @lin_deshan: I just became a #Hillary2016 grassroots tweeter for @HillaryClinton. She needs you in her corner too! Join:  https://t.co/W…',positive
'RT @llendonmar46: WTF. !: #GOP  Congressman Already Floating Impeachment For #HillaryClinton . https://t.co/BDyNkmJIqx #p2 #UniteBlue #USLa…',positive
'#Benghazi #Committee Chief Inquisition Chairman #Busted!  You Can\'t Take Down Our Champion, #Hillary2016 #ImWithHer! https://t.co/Psh0mzNVZN',positive
'RT @fbatt117: Vote Trump!\n#WakeUpAmerica \n#Trump2016\n#Hillary2016 https://t.co/6jNQnZei6c',positive
'RT @HillaryforNV: Thank you, Secretary @Madeleine Albright, for a fantastic conversation with #NVwomen4Hillary! #Hillary2016 https://t.co/Y…',positive
'Mother of #Benghazi Victim Erupts at Untrustworthy #HillaryClinton: ‘She’s Lying!’\n\nhttps://t.co/6rpOmXmywz #ohhillno #hillaryforprision2016',positive
'RT @fbatt117: Vote Trump!\n#WakeUpAmerica \n#Trump2016\n#Hillary2016 https://t.co/6jNQnZei6c',positive
'RT @kttk234567: Mother of #Benghazi Victim Erupts at Untrustworthy #HillaryClinton: ‘She’s Lying!’\n\nhttps://t.co/6rpOmXmywz #ohhillno #hill…',positive
'Heartwrenching... #HillaryClinton Mother of Benghazi Victim Erupts at Hillary Clinton: \'She\'s Lying!\' https://t.co/b3m8zup7Jz via @mediaite',positive
'Good @JoeBiden @VP ! #Hillary2016 ★ ★ ★ ★ ★ ★ https://t.co/XTAeXMwYC1',positive
'After #Biden anncmt #Hillary2016 is doing the moon walk on one of her hidden servers. Biden could easily return once #FBI has their way!',positive
'RT @steve0423: Only God can help us when the old hag is on the war path!! #HillaryClinton #Benghazi \n#tcot #RedNationRising https://t.co/hx…',positive
'@allinwithchris @chrislhayes Let him keep digging the hole he is burying himself in; thought he was the smarter bro?! #Hillary2016',positive
'Please do an intervention! No more pantsuits #whatnottowear #HillaryClinton #justcauseyoucandoesntmeanyoushould',positive
'RT @LLLibertee: Heartwrenching... #HillaryClinton Mother of Benghazi Victim Erupts at Hillary Clinton: \'She\'s Lying!\' https://t.co/b3m8zup7…',positive
'Mother of #Benghazi Victim - #HillaryClinton is Lying! - https://t.co/pUxw10f86O',positive
'Mother of #Benghazi Victim - #HillaryClinton is Lying! - https://t.co/n4ftgMp65A',positive
'#OhHillNo! 😡 #NoVotes4Hillary #HillaryEmail #NoHillaryClinton #HillaryClinton #hillarylies https://t.co/WwxFD8mGJ9',positive
'RT @ChuckNellis: Hillary for Leavenworth, 2016! #Hillary2016 https://t.co/QC0gl3Bhme',positive
'RT @StrengthenTheUS: Knock knock! It\'s the FBI #Hillary! #HillaryEmail #Hillary2016 #Trump2016 #ORPUW #pjnet #tgdn #tcot #tlot #ccot #sgp h…',positive
'RT @ChuckNellis: Arrest @HillaryClinton!\n#Benghazi #HillaryEmail #Hillary2016',positive
'RT @BlueInTheFace6: I just became a #Hillary2016 grassroots tweeter for @HillaryClinton. She needs you in her corner too! Join:  https://t.…',positive
'RT @ChuckNellis: Arrest @HillaryClinton!\n#Benghazi #HillaryEmail #Hillary2016',positive
'RT @fbatt117: Vote Trump!\n#WakeUpAmerica \n#Trump2016\n#Hillary2016 https://t.co/6jNQnZei6c',positive
'RT @damonbethea1: I hope @JoeBiden will endorse and support @HillaryClinton! #ImWithHer @VP #Hillary2016',positive
'RT @VickyBrush: #OhHillNo! 😡 #NoVotes4Hillary #HillaryEmail #NoHillaryClinton #HillaryClinton #hillarylies https://t.co/WwxFD8mGJ9',positive
'Happy #BackToTheFuture day! As if that future wasn\'t cool enough, imagine our future w/ #HillaryClinton as prez 😎 https://t.co/Mqi42u0oOt',positive
'RT @PuestoLoco: .@Donna_West @kare11 @stylistkavin @HillaryClinton\nLet’s do this, Hillary! #ImWithHer\nhttps://t.co/9mAzyYW5iS https://t.co/…',positive
'@ClintonFdn @ClintonGlobal @billclinton @ChelseaClinton enough said! #Hillary2016 #ImWithHer #BackToTheFuture https://t.co/CsZGDt5XWc',positive
'Dear Chris Matthews, the (R)s are certainly her enemies. Just watch them attacking her tomorrow! #MSNBC #Hillary2016',positive
'RT @silva1982: I am soo happy!! #Hillary2016 @HillaryClinton numbers are gonna go through the roof now!! YESS!! Joe Biden=OUT ! https://t.c…',positive
'@MSNBC 9 Bengahzi Hearings??? Republicans have been treating #HillaryClinton and @POTUS as the enemy implying both can\'t be trusted!',positive
'RT @VickyBrush: #OhHillNo! 😡 #NoVotes4Hillary #HillaryEmail #NoHillaryClinton #HillaryClinton #hillarylies https://t.co/WwxFD8mGJ9',positive
'Joe Biden announced that he will not run for President, instead he will just heckle Hillary Clinton from the side lines!!! #Hillary2016',positive
'I have heard various commentators saying that now the democrats are \"stuck\" with #HillaryClinton .  Nonsense!  Just cheat on her like Bill.',positive
'RT @VickyBrush: #OhHillNo! 😡 #NoVotes4Hillary #HillaryEmail #NoHillaryClinton #HillaryClinton #hillarylies https://t.co/WwxFD8mGJ9',positive
'I wonder what #HillaryClinton will say tomorrow about the #Video &amp; how SHE blamed it for #Benghazi! #LIAR',positive
'WOW!!! So bad for #hillaryclinton PLS RT... Mother of Benghazi Victim Erupts at Hillary: \'She\'s Lying!\' https://t.co/eNraIPRj9i  @mediaite',positive
'RT @FreemarketSara: WOW!!! So bad for #hillaryclinton PLS RT... Mother of Benghazi Victim Erupts at Hillary: \'She\'s Lying!\' https://t.co/eN…',positive
'RT @FreemarketSara: WOW!!! So bad for #hillaryclinton PLS RT... Mother of Benghazi Victim Erupts at Hillary: \'She\'s Lying!\' https://t.co/eN…',positive
'#Benghazi Mom: \'Hillary\'s Lying!\' - https://t.co/9BzvRizWB7 #HillaryClinton',positive
'Trump be tripping! #trump #sanders #hillaryclinton #carson  #news #trending #follow #followme #funny… https://t.co/jHXiNnh1Jd',positive
'Photo: Trump be tripping! #trump #sanders #hillaryclinton #carson #news #trending #follow #followme #funny... https://t.co/1zO8Mru31i',positive
'RT @Pros4Hillary: Only One Candidate Gets the Support of the Prostitutes of the Bunny Ranch! #HookersForHillary Cum 4 Hillary! Be a Boob! #…',positive
'You need a new crystal ball &amp; brain, @BillKristol! @jayrosen_nyu #JoeBiden #Joementum @edsikov @uppityfag @RepSims @48hills @VP #Hillary2016',positive
'@nytimes #HillaryClinton #JoeBiden @HillaryClinton @JoeBiden Hahaha - that sounds more like a threat to me ;-) https://t.co/wLpPWKVmYW',positive
'RT @Pros4Hillary: Become a card-carrying member of #HookersForHillary! Chip in $250,000 &amp; get a lot more than a card #Hillary2016 http://t.…',positive
'RT @dave_gosh: A vote for Hillary Clinton is a Vote Towards Destroying our 2ndAmendment! #HillaryClinton #guns #2ndAmendment #freedom #Libe…',positive
'RT @VickyBrush: #OhHillNo! 😡 #NoVotes4Hillary #HillaryEmail #NoHillaryClinton #HillaryClinton #hillarylies https://t.co/WwxFD8mGJ9',positive
'#Hillary2016 is on! https://t.co/TcQK5Iv48V',positive
'Joe Biden is a beloved public servant &amp; he made the right choice for himself, @TheDemocrats and this race. It\'s time to unite #Hillary2016!',positive
'Thanks Uncle Joe! @HillaryClinton is a \"go\"! Full-speed ahead! #Hillary2016',positive
'RT @Pros4Hillary: Hillary and 3-year-old Louisa in Hanover, NH #Hillary2016 #HillaryLiesMatter http://t.co/HRxRrrhScV #HillNo!',positive
'RT @Pros4Hillary: #HookersForHillary - From the Whore House to the White House! #Hillary2016',positive
'#UniteBlue #Hillary2016 #HillaryClinton \n\n #WakeUpAmerica to the phony bullshit political pandering!\nNAUSEATING 👇👇👇 https://t.co/a58fUixzIp',positive
'RT @Pros4Hillary: Those Republicans... If Only They Would Be More Like The #HookersForHillary &amp; really screw everyone! http://t.co/YTmUfplF…',positive
'haha! well, they\'ll get their wish #Hillary2016 @EricBoehlert @tomwatson @peterdaou  https://t.co/OHCLYvomBP',positive
'RT @Pros4Hillary: It takes all kinds! Dads for Hillary &amp; #HookersForHillary #BeABoob! #Hillary2016  http://t.co/A2E9Q45MMv via @LauraONeill…',positive
'@PetroChase @loudobbsnews @FoxBusiness Yes, yes always fair! #Hillary2016',positive
'RT @damonbethea1: A classy lady that @HillaryClinton! #ImWithHer #Hillary2016',positive
'RT @FreemarketSara: WOW!!! So bad for #hillaryclinton PLS RT... Mother of Benghazi Victim Erupts at Hillary: \'She\'s Lying!\' https://t.co/eN…',positive
'As #hillaryclinton uncorks the champagne! https://t.co/kjkJZfamdt',positive
'Mother Of Benghazi Victim Explodes At #HillaryClinton: \'She\'s Lying!\' | https://t.co/WKOvkZy0Al via @YouTube #WakeUpAmerica #tcot',positive
'RT @GeeGeeAkili: I hope #HillaryClinton leads with the fact that most GOP voted 2 cut $ 4 embassy security! @ConstanceJackso @CaptMurdock',positive
'RT @FreemarketSara: WOW!!! So bad for #hillaryclinton PLS RT... Mother of Benghazi Victim Erupts at Hillary: \'She\'s Lying!\' https://t.co/eN…',positive
'RT @AngelOfficial: Mother Of Benghazi Victim Explodes At #HillaryClinton: \'She\'s Lying!\' | https://t.co/WKOvkZy0Al via @YouTube #WakeUpAmer…',positive
'RT @NWPCNYC: #Hillary2016 is on! https://t.co/TcQK5Iv48V',positive
'RT @kitto1975: Great news! Appreciate his service, doubt he has the cache! Plus his coziness to #Delaware banks. #Hillary2016  https://t.co…',positive
'RT @AngelOfficial: Mother Of Benghazi Victim Explodes At #HillaryClinton: \'She\'s Lying!\' | https://t.co/WKOvkZy0Al via @YouTube #WakeUpAmer…',positive
'RT @AngelOfficial: Mother Of Benghazi Victim Explodes At #HillaryClinton: \'She\'s Lying!\' | https://t.co/WKOvkZy0Al via @YouTube #WakeUpAmer…',positive
'RT @Pros4Hillary: Hillary Clinton – Endorsed By Hookers! https://t.co/DxowhvMb2K #HookersForHillary #Hillary2016 cum follow @Pros4Hillary',positive
'RT @AngelOfficial: Mother Of Benghazi Victim Explodes At #HillaryClinton: \'She\'s Lying!\' | https://t.co/WKOvkZy0Al via @YouTube #WakeUpAmer…',positive
'@silva1982 @neonfeldman @HillaryClinton @marcylauren @AdamParkhomenko @Lee_in_Iowa @CareyOrcutt Me too! #ImWithHer',positive
'@crazylary51 our numbers are gonna go through the roof now!! Sooo happy and soo excited for 2016!! #ItsHillaryTime #Hillary2016',positive
'RT @Pros4Hillary: Hillarious #HookersForHillary #Trust #Hillary2016 #Boobs H/T @sdutBreen http://t.co/X0Bjjpvc42 #HillaryLiesMatter #HillNo!',positive
'#BenghaziHearing in a nutshell.. #GOP taking a national tragedy as usual &amp; unabashedly exploiting it to politically smear #HillaryClinton!!!',positive
'RT @AngelOfficial: Mother Of Benghazi Victim Explodes At #HillaryClinton: \'She\'s Lying!\' | https://t.co/WKOvkZy0Al via @YouTube #WakeUpAmer…',positive
'�?? #NAZI �?? #EBAY ITEMS W/#SWASTIKA! Visit Store: https://t.co/xuIAa4qboM #Hillary2016 #JebBush #ISIS #JebBush2016 #Clinton2016 #Sanders2016',positive
'@Jay_Severin I think if it all hits the fan for #HillaryClinton, after considerable urging, THATS when Biden runs! https://t.co/rgmibnqn6N',positive
'RT @AngelOfficial: Mother Of Benghazi Victim Explodes At #HillaryClinton: \'She\'s Lying!\' | https://t.co/WKOvkZy0Al via @YouTube #WakeUpAmer…',positive
'RT @renomarky: #UniteBlue #Hillary2016 #HillaryClinton \n\n #WakeUpAmerica to the phony bullshit political pandering!\nNAUSEATING 👇👇👇 https://…',positive
'RT @FreemarketSara: WOW!!! So bad for #hillaryclinton PLS RT... Mother of Benghazi Victim Erupts at Hillary: \'She\'s Lying!\' https://t.co/eN…',positive
'RT @Pros4Hillary: Those Republicans... If Only They Would Be More Like The #HookersForHillary &amp; really screw everyone! http://t.co/YTmUfplF…',positive
'RT @longislandyanky: Mother of #Benghazi Victim Erupts at Moron @cnn #CarolCostello  #HillaryClinton: \'She\'s Lying!\' https://t.co/ZjP63lHnl…',positive
'RT @renomarky: #UniteBlue #Hillary2016 #HillaryClinton \n\n #WakeUpAmerica to the phony bullshit political pandering!\nNAUSEATING 👇👇👇 https://…',positive
'RT @Jerry_Holbert: Hillary Trainwreck! #FeelTheBern #Hillary2016 #HillaryLiesMatter #StopHillary  http://t.co/uxNed6HGJT http://t.co/LGlIAf…',positive
'RT @BlueInTheFace6: Of course \" We Support @HillaryClinton This Thursday ! \" #WeHaveHerBack #ImWithHer https://t.co/dXaGPy2k4N',positive
'RT @Pros4Hillary: Watch the #HookersForHillary video! https://t.co/fhZ6hPbK5d We will do ANYTHING for Hillary! http://t.co/kyHRXv6E8z #Hill…',positive
'RT @czayas3: @BIFFWARD @nprpolitics wow so much ignorance in so few words. Grow up! HILLARYs close to neither - Shes her own woman! #ImWith…',positive
'RT @BlueInTheFace6: Of course \" We Support @HillaryClinton This Thursday ! \" #WeHaveHerBack #ImWithHer https://t.co/dXaGPy2k4N',positive
'RT @renomarky: #UniteBlue #Hillary2016 #HillaryClinton \n\n #WakeUpAmerica to the phony bullshit political pandering!\nNAUSEATING 👇👇👇 https://…',positive
'@Crazyparklady1 ouch! That\'s saying something and people are rooting for #Hillary2016 #smh. People just dont care  to look things up anymore',positive
'And #HillaryClinton says, \"off with his head!\" https://t.co/eLrMIxaTXr',positive
'Hillary &amp; I have soooo much in common!\n#Hillary2016 #tcot https://t.co/tLyklviUPb',positive
'#Hildebeast Clinton is out! https://t.co/O6MrzqfaGJ #Election2016 #StopHillary #Hillary2016 #tcot Stories via @DanThaWildMan',positive
'@Chicago6611 @danmericaCNN @NickMerrill @HillaryClinton @VP A great example of staying above the fray! #ImWithHer',positive
'RT @lindarutter: Hillary &amp; I have soooo much in common!\n#Hillary2016 #tcot https://t.co/tLyklviUPb',positive
'@USATODAY @HillaryClinton that she will lie just like #BillClinton lied! That in #HillaryClinton eyes #ChrisSteven and the families of the',positive
